,country,description,designation,points,price,province,region_1,taster_name,title,variety,winery
1037,US,,,88,28.0,,,,,Syrah,
1045,US,,,85,24.0,,,,,Pinot Noir,
1047,US,,,85,16.0,,,,,Merlot,
1048,France,,,85,12.0,,,,,Cabernet Sauvignon,
1049,France,,,85,12.0,,,,,Chardonnay,
1050,US,,,85,10.0,,,,,Merlot,
1052,US,,,85,12.0,,,,,Pinot Grigio,
1058,US,,,85,16.0,,,,,Syrah,
1060,France,,,85,11.0,,,,,Bordeaux-style White Blend,
1061,France,,,85,25.0,,,,,Red Blend,
1066,US,,,94,38.0,,,,,Zinfandel,
1067,US,,,94,34.0,,,,,Pinot Noir,
1068,US,,,94,100.0,,,,,Pinot Noir,
1069,US,,,94,95.0,,,,,Pinot Noir,
1070,US,,,94,62.0,,,,,Pinot Noir,
1075,US,,,94,52.0,,,,,Chardonnay,
1076,France,,,94,112.0,,,,,Pinot Noir,
1078,US,,,94,35.0,,,,,Chardonnay,
1079,US,,,94,85.0,,,,,Chardonnay,
1080,US,,,94,32.0,,,,,Riesling,
1081,US,,,94,32.0,,,,,Riesling,
1082,US,,,94,120.0,,,,,Syrah,
1083,US,,,94,85.0,,,,,Malbec,
1084,France,,,94,120.0,,,,,Cabernet Franc,
1085,US,,,94,38.0,,,,,Zinfandel,
1086,US,,,94,32.0,,,,,Riesling,
1087,US,,,94,58.0,,,,,Pinot Noir,
1088,US,,,94,85.0,,,,,Syrah,
1089,US,,,94,80.0,,,,,Cabernet Franc,
1091,US,,,94,75.0,,,,,Pinot Noir,
1092,US,,,94,50.0,,,,,Pinot Noir,
1093,France,,,94,60.0,,,,,Pinot Noir,
1094,US,,,94,60.0,,,,,Pinot Noir,
1095,US,,,90,28.0,,,,,Cabernet Sauvignon,
1097,US,,,90,15.0,,,,,Viognier,
1098,US,,,90,19.0,,,,,Chardonnay,
1099,US,,,90,40.0,,,,,G-S-M,
1102,US,,,90,45.0,,,,,Chardonnay,
1103,US,,,90,13.0,,,,,Sauvignon Blanc,
1104,France,,,90,15.0,,,,,Syrah,
1106,US,,,90,35.0,,,,,Cabernet Franc,
1107,US,,,90,20.0,,,,,Zinfandel,
1108,US,,,90,38.0,,,,,Rhône-style Red Blend,
1112,France,,,90,17.0,,,,,Rhône-style Red Blend,
1113,US,,,90,15.0,,,,,Sauvignon Blanc,
1116,US,,,90,10.0,,,,,Merlot,
1117,US,,,90,56.0,,,,,Zinfandel,
1119,France,,,90,32.0,,,,,White Blend,
1120,France,,,90,24.0,,,,,Sparkling Blend,
1122,US,,,84,16.0,,,,,Riesling,
1123,US,,,84,40.0,,,,,Pinot Gris,
1124,US,,,84,20.0,,,,,Red Blend,
1125,US,,,84,38.0,,,,,Pinot Noir,
1126,France,,,84,20.0,,,,,Bordeaux-style Red Blend,
1127,France,,,84,18.0,,,,,Bordeaux-style Red Blend,
1130,US,,,84,65.0,,,,,Cabernet Sauvignon,
1132,France,,,84,14.0,,,,,Bordeaux-style Red Blend,
1133,France,,,84,20.0,,,,,Bordeaux-style Red Blend,
1134,France,,,84,15.0,,,,,Bordeaux-style Red Blend,
1136,US,,,84,27.0,,,,,Red Blend,
1139,US,,,84,100.0,,,,,Cabernet Sauvignon,
1140,US,,,84,25.0,,,,,Chardonnay,
1142,US,,,84,13.0,,,,,Chardonnay,
1143,US,,,84,28.0,,,,,Zinfandel,
1144,US,,,83,11.0,,,,,Meritage,
1145,France,,,83,12.0,,,,,Bordeaux-style Red Blend,
1147,US,,,83,17.0,,,,,Merlot,
1149,France,,,83,30.0,,,,,Bordeaux-style Red Blend,
1151,US,,,83,45.0,,,,,White Blend,
1152,US,,,87,24.0,,,,,Red Blend,
1157,US,,,87,60.0,,,,,Petite Sirah,
1165,US,,,86,23.0,,,,,Cabernet Sauvignon,
1166,US,,,86,18.0,,,,,Merlot,
1168,US,,,86,26.0,,,,,Bordeaux-style Red Blend,
1172,US,,,86,48.0,,,,,Pinot Noir,
1173,US,,,86,40.0,,,,,Pinot Noir,
1179,France,,,88,10.0,,,,,Sparkling Blend,
1180,US,,,88,26.0,,,,,Pinot Gris,
1186,France,,,88,14.0,,,,,Chardonnay,
1188,France,,,88,28.0,,,,,Chardonnay,
1189,France,,,88,70.0,,,,,Chardonnay,
1190,US,,,88,13.0,,,,,Chardonnay,
1191,France,,,88,40.0,,,,,Chardonnay,
1192,France,,,88,10.0,,,,,Tannat-Syrah,
1196,US,,,87,35.0,,,,,Chardonnay,
1201,France,,,87,32.0,,,,,Chardonnay,
1202,US,,,87,26.0,,,,,Tempranillo,
1203,US,,,87,14.0,,,,,Zinfandel,
1206,US,,,87,35.0,,,,,Chardonnay,
1209,US,,,93,24.0,,,,,Sparkling Blend,
1210,US,,,93,52.0,,,,,Cabernet Sauvignon,
1211,US,,,93,115.0,,,,,Bordeaux-style Red Blend,
1212,US,,,93,60.0,,,,,Pinot Noir,
1213,US,,,93,40.0,,,,,Pinot Noir,
1214,US,,,93,55.0,,,,,Sauvignon Blanc,
1216,US,,,93,60.0,,,,,Syrah,
1219,US,,,93,75.0,,,,,Syrah,
1220,France,,,93,40.0,,,,,Bordeaux-style Red Blend,
1221,US,,,93,58.0,,,,,Pinot Noir,
1222,US,,,93,55.0,,,,,Syrah,
1223,US,,,93,65.0,,,,,Sparkling Blend,
1225,US,,,93,38.0,,,,,Charbono,
1226,US,,,93,49.0,,,,,Chardonnay,
1227,US,,,93,32.0,,,,,Pinot Noir,
1228,US,,,93,55.0,,,,,Pinot Noir,
1230,US,,,93,65.0,,,,,Pinot Noir,
1231,US,,,93,40.0,,,,,Red Blend,
1232,US,,,92,50.0,,,,,Tempranillo,
1233,US,,,92,42.0,,,,,Pinot Noir,
1234,US,,,92,60.0,,,,,Pinot Noir,
1235,US,,,92,48.0,,,,,Red Blend,
1236,US,,,92,36.0,,,,,Chardonnay,
1238,France,,,88,9.0,,,,,Bordeaux-style Red Blend,
1240,France,,,88,40.0,,,,,Bordeaux-style Red Blend,
1241,US,,,88,13.0,,,,,Chardonnay,
1244,US,,,88,50.0,,,,,Bordeaux-style Red Blend,
1246,US,,,88,40.0,,,,,Cabernet Sauvignon,
1248,US,,,88,50.0,,,,,Red Blend,
1249,US,,,88,20.0,,,,,Red Blend,
1253,US,,,88,7.0,,,,,Chardonnay,
1254,US,,,88,10.0,,,,,Chardonnay,
1256,US,,,88,40.0,,,,,Cabernet Sauvignon,
1262,US,,,85,20.0,,,,,Viognier,
1263,US,,,85,13.0,,,,,Riesling,
1264,US,,,85,35.0,,,,,Pinot Noir,
1266,US,,,85,16.0,,,,,Riesling,
1267,US,,,85,20.0,,,,,Cabernet Franc,
1270,US,,,85,34.0,,,,,Cabernet Sauvignon,
1271,US,,,85,26.0,,,,,Petite Sirah,
1273,US,,,84,15.0,,,,,Chardonnay,
1275,US,,,84,10.0,,,,,Merlot,
1276,US,,,84,70.0,,,,,Cabernet Sauvignon,
1277,US,,,84,24.0,,,,,Sauvignon Blanc,
1282,US,,,84,10.0,,,,,Riesling,
1287,US,,,89,35.0,,,,,Cabernet Sauvignon,
1293,US,,,89,75.0,,,,,Cabernet Sauvignon,
1295,US,,,89,25.0,,,,,Chardonnay,
1296,France,,,89,14.0,,,,,Melon,
1298,US,,,89,36.0,,,,,Syrah,
1300,US,,,89,35.0,,,,,Chardonnay,
1301,France,,,89,20.0,,,,,Sauvignon Blanc,
1302,France,,,89,21.0,,,,,Sauvignon Blanc,
1307,US,,,89,40.0,,,,,Pinot Noir,
1309,US,,,89,45.0,,,,,Zinfandel,
1310,US,,,89,40.0,,,,,Bordeaux-style Red Blend,
1311,US,,,89,32.0,,,,,Chardonnay,
1313,US,,,89,34.0,,,,,Cabernet Sauvignon,
1317,US,,,90,42.0,,,,,Petite Sirah,
1318,US,,,90,98.0,,,,,Cabernet Sauvignon,
1324,US,,,90,35.0,,,,,Syrah,
1325,US,,,90,56.0,,,,,Syrah,
1328,US,,,90,38.0,,,,,Pinot Noir,
1329,France,,,90,28.0,,,,,Red Blend,
1330,France,,,90,22.0,,,,,Provence red blend,
1331,France,,,90,13.0,,,,,Bordeaux-style Red Blend,
1333,US,,,90,38.0,,,,,Syrah,
1334,US,,,90,22.0,,,,,Sauvignon Blanc,
1335,US,,,90,18.0,,,,,Rosé,
1336,US,,,90,42.0,,,,,G-S-M,
1338,France,,,90,21.0,,,,,Rosé,
1339,France,,,90,23.0,,,,,Rosé,
1340,France,,,90,30.0,,,,,Rosé,
1342,US,,,90,39.0,,,,,Cabernet Sauvignon,
1343,US,,,90,38.0,,,,,Rhône-style Red Blend,
1345,US,,,90,22.0,,,,,Viognier,
1348,US,,,86,10.0,,,,,Riesling,
1353,France,,,86,14.0,,,,,Rosé,
1354,US,,,86,30.0,,,,,Red Blend,
1355,US,,,86,35.0,,,,,Red Blend,
1356,France,,,86,75.0,,,,,Bordeaux-style Red Blend,
1359,US,,,86,17.0,,,,,Pinot Noir,
1360,US,,,86,23.0,,,,,Petite Sirah,
1362,US,,,86,27.0,,,,,Rhône-style White Blend,
1365,France,,,87,15.0,,,,,Rosé,
1367,France,,,87,40.0,,,,,Rosé,
1368,US,,,87,20.0,,,,,Chardonnay,
1370,US,,,86,13.0,,,,,Rosé,
1371,US,,,86,28.0,,,,,Syrah,
1373,US,,,86,20.0,,,,,Zinfandel,
1374,US,,,86,24.0,,,,,Mourvèdre,
1375,France,,,86,15.0,,,,,Rosé,
1376,US,,,86,18.0,,,,,Syrah,
1378,US,,,86,18.0,,,,,Cabernet Sauvignon,
1379,France,,,86,24.0,,,,,Syrah-Cabernet,
1380,US,,,86,12.0,,,,,Rosé,
1381,US,,,86,18.0,,,,,Viognier,
1383,US,,,86,15.0,,,,,Verdelho,
1386,US,,,88,36.0,,,,,Malbec,
1388,US,,,88,42.0,,,,,Pinot Noir,
1392,US,,,88,48.0,,,,,Pinot Noir,
1395,US,,,88,40.0,,,,,Pinot Meunier,
1396,US,,,88,50.0,,,,,Cabernet Franc,
1401,US,,,88,25.0,,,,,Cabernet Franc,
1405,US,,,88,22.0,,,,,White Blend,
1406,US,,,88,15.0,,,,,Chardonnay,
1409,US,,,88,70.0,,,,,Cabernet Sauvignon,
1413,US,,,88,16.0,,,,,Pinot Noir,
1415,France,,,93,31.0,,,,,Gewürztraminer,
1416,France,,,93,30.0,,,,,Pinot Gris,
1417,US,,,93,38.0,,,,,Zinfandel,
1418,US,,,93,45.0,,,,,Cabernet Sauvignon,
1419,US,,,93,50.0,,,,,Bordeaux-style Red Blend,
1420,US,,,93,24.0,,,,,Viognier,
1423,US,,,93,86.0,,,,,Cabernet Sauvignon,
1424,US,,,92,55.0,,,,,Cabernet Sauvignon,
1426,France,,,92,28.0,,,,,Pinot Gris,
1427,France,,,92,45.0,,,,,Pinot Gris,
1428,US,,,92,85.0,,,,,Cabernet Sauvignon,
1429,US,,,92,50.0,,,,,Red Blend,
1430,US,,,92,120.0,,,,,Bordeaux-style Red Blend,
1431,US,,,92,30.0,,,,,Viognier,
1432,France,,,92,25.0,,,,,Red Blend,
1433,France,,,92,40.0,,,,,Rhône-style Red Blend,
1435,US,,,92,32.0,,,,,Cabernet Sauvignon-Sangiovese,
1436,US,,,92,40.0,,,,,Cabernet Sauvignon,
1439,US,,,92,39.0,,,,,Merlot,
1440,US,,,92,85.0,,,,,Cabernet Sauvignon,
1443,US,,,94,75.0,,,,,Rhône-style Red Blend,
1444,US,,,94,120.0,,,,,Cabernet Sauvignon,
1445,France,,,94,25.0,,,,,Red Blend,
1446,France,,,94,80.0,,,,,Chardonnay,
1448,US,,,94,28.0,,,,,White Blend,
1449,France,,,94,180.0,,,,,Rhône-style Red Blend,
1450,France,,,94,85.0,,,,,Pinot Noir,
1451,France,,,94,135.0,,,,,Pinot Noir,
1453,France,,,94,90.0,,,,,Pinot Noir,
1455,US,,,94,70.0,,,,,Rhône-style Red Blend,
1456,US,,,94,150.0,,,,,Cabernet Sauvignon,
1458,France,,,94,49.0,,,,,Malbec,
1459,US,,,94,72.0,,,,,Cabernet Sauvignon,
1461,US,,,93,35.0,,,,,Sauvignon Blanc,
1463,France,,,93,132.0,,,,,Pinot Noir,
1464,US,,,93,38.0,,,,,Syrah,
1466,US,,,93,175.0,,,,,Cabernet Sauvignon,
1467,US,,,93,36.0,,,,,Pinot Noir,
1468,US,,,93,60.0,,,,,Cabernet Sauvignon,
1469,US,,,93,110.0,,,,,Cabernet Sauvignon,
1470,US,,,93,100.0,,,,,Pinot Noir,
1472,US,,,93,80.0,,,,,Cabernet Sauvignon,
1476,US,,,86,20.0,,,,,Cabernet Sauvignon,
1481,US,,,85,9.0,,,,,Riesling,
1483,France,,,85,19.0,,,,,Sauvignon Blanc,
1485,US,,,85,75.0,,,,,Merlot,
1487,US,,,85,22.0,,,,,Pinot Noir,
1494,US,,,85,34.0,,,,,Port,
1495,US,,,85,65.0,,,,,Bordeaux-style Red Blend,
1501,US,,,92,32.0,,,,,Pinot Noir,
1502,US,,,92,71.0,,,,,Pinot Noir,
1504,US,,,92,60.0,,,,,Pinot Noir,
1506,France,,,92,15.0,,,,,Tannat,
1507,France,,,92,35.0,,,,,Malbec,
1510,US,,,92,42.0,,,,,Merlot,
1512,France,,,92,35.0,,,,,Gamay,
1514,US,,,92,54.0,,,,,Pinot Noir,
1515,US,,,92,75.0,,,,,Cabernet Sauvignon,
1516,France,,,92,16.0,,,,,Bordeaux-style Red Blend,
1517,France,,,92,35.0,,,,,Tannat,
1518,France,,,92,26.0,,,,,Malbec,
1520,France,,,92,50.0,,,,,Petit Manseng,
1523,US,,,92,48.0,,,,,Pinot Noir,
1525,US,,,92,100.0,,,,,Cabernet Sauvignon,
1529,US,,,86,15.0,,,,,Chardonnay,
1533,US,,,85,20.0,,,,,Rosé,
1534,France,,,85,34.0,,,,,Chenin Blanc,
1535,France,,,85,20.0,,,,,Bordeaux-style White Blend,
1536,France,,,85,12.0,,,,,Bordeaux-style White Blend,
1538,France,,,85,15.0,,,,,Rosé,
1539,US,,,85,11.0,,,,,Syrah,
1554,US,,,85,28.0,,,,,Chardonnay,
1556,US,,,99,125.0,,,,,Cabernet Sauvignon,
1557,US,,,99,94.0,,,,,Pinot Noir,
1558,France,"A massive wine for Margaux, packed with tannins and ripe fruit. It has more Cabernet Sauvignon than usual, giving intense black currant flavors with enticing acidity balanced by the sweetness of the fruit. Ripe swathes of this opulent fruit are also elegant and structured.",,98,1900.0,Bordeaux,Margaux,Roger Voss,Château Margaux 2009  Margaux,Bordeaux-style Red Blend,Château Margaux
1559,France,,,98,380.0,,,,,Bordeaux-style Red Blend,
1560,US,,,98,50.0,,,,,Bordeaux-style Red Blend,
1562,France,,,97,170.0,,,,,Bordeaux-style Red Blend,
1565,US,,,97,150.0,,,,,Cabernet Sauvignon,
1566,France,"Such a generous and ripe wine, with a dark core of tannins surrounded by opulent fruit. Black fruits, coffee, very concentrated flavors, a powerhouse of structure and richness. The warmth of the wine is palpable, as is the aging potential.",,97,1100.0,Bordeaux,Pessac-Léognan,Roger Voss,Château La Mission Haut-Brion 2009  Pessac-Léognan,Bordeaux-style Red Blend,Château La Mission Haut-Brion
1567,US,,,97,82.0,,,,,Pinot Noir,
1568,France,,,96,280.0,,,,,Bordeaux-style Red Blend,
1569,France,,,96,200.0,,,,,Bordeaux-style Red Blend,
1571,France,"Solid, very structured, packed with dense and dry tannins. There is a core of acidity and darkness that gives the wine a brooding, powerful character. At this stage, it seems austere although it does have the weight of fruit typical of the year.",,96,1200.0,Bordeaux,Pessac-Léognan,Roger Voss,Château Haut-Brion 2009  Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Brion
1573,France,,,96,195.0,,,,,Bordeaux-style Red Blend,
1574,US,,,96,125.0,,,,,Cabernet Sauvignon,
1575,France,"The purest Cabernet Sauvignon fruit, with dark chocolate and intense dark berry flavors. The tannins are so enveloped by the fruit and yet they promise great aging. At this stage, wood shows through the fruit, but the texture is so rich and opulent that it should easily become integrated.",,96,1300.0,Bordeaux,Pauillac,Roger Voss,Château Mouton Rothschild 2009  Pauillac,Bordeaux-style Red Blend,Château Mouton Rothschild
1576,France,,,96,400.0,,,,,Bordeaux-style Red Blend,
1577,US,,,96,78.0,,,,,Pinot Noir,
1578,France,,,96,75.0,,,,,Bordeaux-style Red Blend,
1579,US,,,95,56.0,,,,,Pinot Noir,
1580,France,,,95,89.0,,,,,Bordeaux-style Red Blend,
1581,France,,,95,163.0,,,,,Bordeaux-style Red Blend,
1582,France,,,95,110.0,,,,,Bordeaux-style Red Blend,
1583,US,,,95,60.0,,,,,Syrah,
1584,US,,,95,75.0,,,,,Chardonnay,
1585,US,,,88,28.0,,,,,Chardonnay,
1586,US,,,88,34.0,,,,,Syrah,
1587,US,,,88,35.0,,,,,Chardonnay,
1589,France,,,88,45.0,,,,,Bordeaux-style Red Blend,
1590,France,,,88,20.0,,,,,Bordeaux-style Red Blend,
1591,US,,,88,21.0,,,,,Riesling,
1593,France,,,88,30.0,,,,,Sauvignon Blanc,
1595,France,,,88,45.0,,,,,Bordeaux-style Red Blend,
1596,France,,,88,22.0,,,,,Bordeaux-style Red Blend,
1598,US,,,88,18.0,,,,,Red Blend,
1599,France,,,88,58.0,,,,,Bordeaux-style Red Blend,
1600,US,,,88,10.0,,,,,Pinot Noir,
1601,US,,,88,55.0,,,,,Chardonnay,
1602,US,,,88,16.0,,,,,Riesling,
1604,US,,,88,25.0,,,,,Cabernet Franc,
1606,US,,,87,20.0,,,,,Riesling,
1607,US,,,87,12.0,,,,,Chardonnay,
1608,US,,,87,30.0,,,,,Chardonnay,
1610,US,,,87,24.0,,,,,Albariño,
1611,France,,,87,19.0,,,,,Bordeaux-style Red Blend,
1613,France,,,87,15.0,,,,,Bordeaux-style Red Blend,
1614,France,,,87,26.0,,,,,Sauvignon Blanc,
1615,France,,,85,10.0,,,,,White Blend,
1616,France,,,85,10.0,,,,,Chardonnay,
1623,France,,,85,13.0,,,,,Sauvignon Blanc,
1624,France,,,85,12.0,,,,,Pinot Noir,
1625,US,,,85,16.0,,,,,White Blend,
1627,US,,,85,17.0,,,,,Chardonnay,
1628,France,,,85,22.0,,,,,Sauvignon Blanc,
1631,US,,,85,22.0,,,,,Muskat Ottonel,
1632,France,,,85,12.0,,,,,Merlot,
1635,US,,,85,12.0,,,,,Pinot Noir,
1637,US,,,85,20.0,,,,,Chardonnay,
1638,France,,,85,20.0,,,,,Pinot Noir,
1641,US,,,85,15.0,,,,,Red Blend,
1643,US,,,85,11.0,,,,,Chardonnay,
1644,US,,,85,10.0,,,,,Cabernet Sauvignon,
1647,US,,,85,25.0,,,,,Red Blend,
1652,US,,,85,18.0,,,,,Pinot Gris,
1656,France,,,85,13.0,,,,,Bordeaux-style Red Blend,
1657,France,,,85,20.0,,,,,Bordeaux-style Red Blend,
1658,France,,,85,13.0,,,,,Bordeaux-style White Blend,
1659,US,,,85,25.0,,,,,Claret,
1660,US,,,85,35.0,,,,,Claret,
1661,US,,,85,28.0,,,,,Cabernet Sauvignon,
1664,US,,,85,10.0,,,,,Chardonnay,
1667,US,,,85,12.0,,,,,Cabernet Sauvignon,
1669,France,,,85,20.0,,,,,Bordeaux-style Red Blend,
1670,France,,,85,28.0,,,,,Bordeaux-style Red Blend,
1671,US,,,85,25.0,,,,,Merlot,
1672,US,,,90,65.0,,,,,Syrah,
1673,US,,,90,20.0,,,,,Marsanne,
1674,France,,,90,40.0,,,,,Rhône-style White Blend,
1675,France,,,90,126.0,,,,,Syrah,
1677,US,,,90,50.0,,,,,Pinot Noir,
1678,US,,,90,30.0,,,,,Chardonnay,
1679,US,,,90,28.0,,,,,Cabernet Franc,
1683,US,,,90,16.0,,,,,Pinot Gris,
1686,US,,,90,18.0,,,,,Sauvignon Blanc,
1688,US,,,90,115.0,,,,,Cabernet Sauvignon,
1689,US,,,90,35.0,,,,,Grenache,
1690,US,,,90,20.0,,,,,White Blend,
1691,France,,,90,63.0,,,,,Rhône-style White Blend,
1692,US,,,90,18.0,,,,,Grenache Blanc,
1694,US,,,90,12.0,,,,,Cabernet Sauvignon,
1702,US,,,86,14.0,,,,,Fumé Blanc,
1703,US,,,86,10.0,,,,,Chardonnay,
1710,US,,,86,25.0,,,,,Viognier,
1716,US,,,85,19.0,,,,,Chardonnay,
1719,US,,,85,10.0,,,,,Pinot Grigio,
1724,US,,,85,22.0,,,,,Pinot Noir,
1725,US,,,85,18.0,,,,,Chardonnay,
1728,US,,,92,48.0,,,,,Pinot Noir,
1729,US,,,92,30.0,,,,,Chardonnay,
1730,US,,,92,35.0,,,,,Chardonnay,
1731,US,,,92,20.0,,,,,Rhône-style Red Blend,
1733,France,,,92,135.0,,,,,Bordeaux-style Red Blend,
1734,US,,,92,40.0,,,,,Syrah,
1735,US,,,92,40.0,,,,,Syrah,
1737,US,,,92,22.0,,,,,Chardonnay,
1739,US,,,92,29.0,,,,,Syrah,
1741,US,,,92,56.0,,,,,Pinot Noir,
1742,US,,,92,45.0,,,,,Zinfandel,
1747,France,,,92,49.0,,,,,Bordeaux-style Red Blend,
1749,US,,,92,30.0,,,,,Chardonnay,
1750,France,,,84,13.0,,,,,Bordeaux-style Red Blend,
1752,US,,,84,10.0,,,,,Riesling,
1754,France,,,84,20.0,,,,,Bordeaux-style Red Blend,
1756,US,,,84,29.0,,,,,Rhône-style Red Blend,
1757,France,,,84,15.0,,,,,Sauvignon Blanc,
1758,France,,,84,19.0,,,,,Pinot Noir,
1760,France,,,84,12.0,,,,,Bordeaux-style Red Blend,
1761,US,,,84,25.0,,,,,Riesling,
1762,US,,,84,37.0,,,,,Malbec,
1763,US,,,84,20.0,,,,,Riesling,
1765,France,,,84,12.0,,,,,Sauvignon Blanc,
1766,US,,,84,18.0,,,,,Rosé,
1767,France,,,84,25.0,,,,,Bordeaux-style Red Blend,
1768,France,,,84,25.0,,,,,Bordeaux-style Red Blend,
1771,US,,,84,9.0,,,,,Red Blend,
1772,France,,,84,13.0,,,,,Rosé,
1774,US,,,84,22.0,,,,,Meritage,
1776,France,,,84,17.0,,,,,Bordeaux-style Red Blend,
1777,France,,,84,23.0,,,,,Merlot,
1779,France,,,84,15.0,,,,,Bordeaux-style Red Blend,
1780,US,,,91,33.0,,,,,Rhône-style Red Blend,
1783,France,,,91,35.0,,,,,Bordeaux-style Red Blend,
1785,France,,,91,26.0,,,,,Bordeaux-style Red Blend,
1786,US,,,91,20.0,,,,,Riesling,
1787,US,,,91,45.0,,,,,Pinot Noir,
1788,US,,,91,50.0,,,,,Pinot Noir,
1789,US,,,91,40.0,,,,,Chardonnay,
1791,US,,,91,60.0,,,,,Pinot Noir,
1792,US,,,91,29.0,,,,,Syrah,
1794,US,,,91,30.0,,,,,Chardonnay,
1795,US,,,91,40.0,,,,,Pinot Noir,
1796,US,,,91,45.0,,,,,Mourvèdre,
1800,France,,,91,29.0,,,,,Bordeaux-style Red Blend,
1803,France,,,85,19.0,,,,,Chardonnay,
1805,US,,,85,28.0,,,,,Chardonnay,
1807,France,,,85,50.0,,,,,Champagne Blend,
1808,US,,,85,15.0,,,,,Chardonnay,
1811,US,,,85,14.0,,,,,Pinot Noir,
1817,US,,,85,25.0,,,,,Pinot Noir,
1820,France,,,85,15.0,,,,,Gamay,
1823,France,,,85,20.0,,,,,Gamay,
1824,France,,,85,22.0,,,,,Gamay,
1825,US,,,84,18.0,,,,,Cabernet Sauvignon,
1826,France,,,84,12.0,,,,,Gamay,
1829,US,,,84,46.0,,,,,Chardonnay,
1830,US,,,84,15.0,,,,,Pinot Noir,
1831,US,,,84,50.0,,,,,Cabernet Sauvignon,
1832,US,,,84,10.0,,,,,Red Blend,
1834,US,,,84,23.0,,,,,Sauvignon Blanc,
1836,US,,,84,19.0,,,,,Riesling,
1837,France,,,84,23.0,,,,,Pinot Gris,
1838,US,,,84,47.0,,,,,Cabernet Sauvignon,
1839,US,,,84,60.0,,,,,Cabernet Sauvignon,
1840,US,,,84,42.0,,,,,Cabernet Sauvignon,
1841,US,,,84,13.0,,,,,Red Blend,
1842,US,,,83,16.0,,,,,Sauvignon Blanc,
1849,US,,,83,38.0,,,,,Zinfandel,
1850,US,,,83,25.0,,,,,Chardonnay,
1852,France,,,83,21.0,,,,,Gewürztraminer,
1853,US,,,83,25.0,,,,,Syrah,
1856,US,,,83,55.0,,,,,Cabernet Sauvignon,
1858,US,,,83,29.0,,,,,G-S-M,
1860,France,,,94,180.0,,,,,Bordeaux-style Red Blend,
1861,France,,,94,74.0,,,,,Bordeaux-style Red Blend,
1863,US,,,94,300.0,,,,,Cabernet Sauvignon,
1866,US,,,93,30.0,,,,,Cabernet Sauvignon,
1867,US,,,93,36.0,,,,,Syrah-Viognier,
1868,US,,,93,85.0,,,,,Red Blend,
1871,France,,,93,45.0,,,,,Bordeaux-style Red Blend,
1872,France,,,93,90.0,,,,,Bordeaux-style Red Blend,
1873,US,,,93,36.0,,,,,Rhône-style Red Blend,
1874,France,,,93,75.0,,,,,Rhône-style Red Blend,
1878,US,,,93,50.0,,,,,Sparkling Blend,
1879,France,,,93,47.0,,,,,Bordeaux-style Red Blend,
1880,France,,,93,270.0,,,,,Bordeaux-style Red Blend,
1881,US,,,93,50.0,,,,,Red Blend,
1882,US,,,93,28.0,,,,,Syrah,
1883,US,,,93,55.0,,,,,Chardonnay,
1887,US,,,93,48.0,,,,,Cabernet Sauvignon,
1888,US,,,93,22.0,,,,,Red Blend,
1889,France,,,89,23.0,,,,,Chardonnay,
1893,US,,,89,46.0,,,,,Chardonnay,
1896,US,,,89,30.0,,,,,Chardonnay,
1900,US,,,89,18.0,,,,,Pinot Gris,
1901,France,,,89,28.0,,,,,Chardonnay,
1905,US,,,89,55.0,,,,,Cabernet Sauvignon,
1910,US,,,88,15.0,,,,,Chardonnay,
1911,US,,,87,25.0,,,,,Grenache Blanc,
1913,US,,,87,14.0,,,,,Riesling,
1914,US,,,87,50.0,,,,,Syrah,
1918,France,,,87,12.0,,,,,Bordeaux-style Red Blend,
1919,France,,,87,20.0,,,,,Bordeaux-style Red Blend,
1920,France,,,87,13.0,,,,,Bordeaux-style Red Blend,
1921,US,,,87,26.0,,,,,Tempranillo,
1923,US,,,87,32.0,,,,,Bordeaux-style Red Blend,
1926,US,,,87,28.0,,,,,Merlot,
1927,France,,,87,17.0,,,,,Bordeaux-style Red Blend,
1929,US,,,87,11.0,,,,,Cabernet Sauvignon,
1933,France,,,87,18.0,,,,,Bordeaux-style Red Blend,
1936,US,,,87,60.0,,,,,Cabernet Sauvignon,
1939,US,,,87,15.0,,,,,Chardonnay,
1940,France,,,87,20.0,,,,,Bordeaux-style Red Blend,
1942,US,,,87,40.0,,,,,Merlot,
1943,US,,,87,19.0,,,,,Chardonnay,
1944,France,,,87,13.0,,,,,Malbec-Merlot,
1945,US,,,87,65.0,,,,,Cabernet Sauvignon,
1946,US,,,87,36.0,,,,,Zinfandel,
1947,US,,,87,24.0,,,,,Red Blend,
1948,US,,,86,32.0,,,,,Pinot Noir,
1950,US,,,86,15.0,,,,,Bordeaux-style Red Blend,
1951,France,,,86,15.0,,,,,Sauvignon Blanc,
1952,US,,,86,24.0,,,,,Sauvignon Blanc,
1953,US,,,86,32.0,,,,,Bordeaux-style Red Blend,
1956,US,,,86,24.0,,,,,Chardonnay,
1957,France,,,88,17.0,,,,,Gamay,
1958,US,,,88,40.0,,,,,Merlot,
1959,US,,,88,35.0,,,,,White Blend,
1962,US,,,88,35.0,,,,,Pinot Noir,
1963,US,,,88,60.0,,,,,Cabernet Franc,
1964,France,,,88,15.0,,,,,Gamay,
1966,US,,,88,40.0,,,,,Pinot Noir,
1968,France,,,88,10.0,,,,,Bordeaux-style Red Blend,
1969,France,,,88,35.0,,,,,Bordeaux-style Red Blend,
